PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime
9.0,71.0,8.0,25.0,400.0,39.0,0.8,1027.7,-13.3,0.0,NNW,3.8,Dongsi,2016-12-15 07:00:00
8.0,89.0,6.0,25.0,400.0,40.0,0.5,1028.8,-13.9,0.0,NNW,2.7,Dongsi,2016-12-15 08:00:00
11.0,65.0,6.0,29.0,400.0,39.0,1.1,1029.5,-14.2,0.0,NW,4.9,Dongsi,2016-12-15 09:00:00
7.0,47.0,6.0,21.0,400.0,47.0,2.4,1030.7,-14.3,0.0,N,2.8,Dongsi,2016-12-15 10:00:00
13.0,48.0,4.0,13.0,300.0,59.0,2.8,1030.8,-14.9,0.0,NW,4.1,Dongsi,2016-12-15 11:00:00
3.0,81.0,3.0,9.0,300.0,65.0,3.5,1030.3,-15.2,0.0,NNW,4.9,Dongsi,2016-12-15 12:00:00
12.0,57.0,3.0,9.0,300.0,66.0,4.1,1029.8,-15.8,0.0,NW,4.4,Dongsi,2016-12-15 13:00:00
5.0,33.0,2.0,9.0,300.0,67.0,4.6,1029.2,-15.9,0.0,NNW,4.0,Dongsi,2016-12-15 14:00:00
12.0,44.0,2.0,10.0,300.0,67.0,4.8,1029.2,-16.9,0.0,NW,3.9,Dongsi,2016-12-15 15:00:00
9.0,26.0,2.0,13.0,200.0,66.0,4.6,1029.2,-17.7,0.0,NW,3.6,Dongsi,2016-12-15 16:00:00
9.0,29.0,3.0,20.0,300.0,59.0,4.0,1029.2,-17.6,0.0,NW,2.8,Dongsi,2016-12-15 17:00:00
10.0,34.0,4.0,32.0,400.0,46.0,3.6,1029.3,-16.7,0.0,NW,2.0,Dongsi,2016-12-15 18:00:00
17.0,43.0,7.0,50.0,500.0,25.0,2.1,1029.6,-16.9,0.0,ENE,1.2,Dongsi,2016-12-15 19:00:00
28.0,65.0,14.0,70.0,900.0,7.0,-0.6,1029.8,-15.7,0.0,SSE,0.6,Dongsi,2016-12-15 20:00:00
30.0,63.0,12.0,68.0,1000.0,2.0,-1.8,1029.6,-14.9,0.0,ENE,0.9,Dongsi,2016-12-15 21:00:00
30.0,61.0,12.0,67.0,1100.0,2.0,-2.6,1029.1,-12.9,0.0,SE,0.1,Dongsi,2016-12-15 22:00:00
21.0,48.0,10.0,68.0,1100.0,2.0,-2.1,1028.9,-14.5,0.0,E,1.3,Dongsi,2016-12-15 23:00:00
110.0,160.0,29.0,81.0,1800.0,2.0,-3.1,1028.3,-14.5,0.0,E,1.3,Dongsi,2016-12-16 00:00:00
171.0,247.0,38.0,88.0,2300.0,2.0,-3.8,1027.9,-13.8,0.0,ENE,0.8,Dongsi,2016-12-16 01:00:00
198.0,264.0,40.0,87.0,2300.0,2.0,-4.3,1027.4,-12.2,0.0,NE,1.0,Dongsi,2016-12-16 02:00:00
231.0,290.0,45.0,84.0,2500.0,2.0,-4.9,1027.1,-12.3,0.0,NE,1.0,Dongsi,2016-12-16 03:00:00
230.0,290.0,47.0,85.0,2700.0,2.0,-4.2,1026.8,-13.3,0.0,NE,0.8,Dongsi,2016-12-16 04:00:00
64.0,83.0,32.0,88.0,1800.0,2.0,-5.2,1026.3,-12.0,0.0,NNE,0.3,Dongsi,2016-12-16 05:00:00
28.0,28.0,19.0,74.0,1400.0,2.0,-5.3,1025.9,-12.1,0.0,ENE,0.9,Dongsi,2016-12-16 06:00:00
24.0,27.0,16.0,72.0,1500.0,2.0,-5.0,1025.4,-12.7,0.0,NE,1.4,Dongsi,2016-12-16 07:00:00
22.0,41.0,16.0,76.0,1900.0,2.0,-5.0,1025.4,-11.4,0.0,ENE,1.1,Dongsi,2016-12-16 08:00:00
24.0,41.0,25.0,73.0,1500.0,3.0,-1.2,1025.2,-10.3,0.0,ESE,0.5,Dongsi,2016-12-16 09:00:00
40.0,53.0,28.0,66.0,1600.0,6.0,1.2,1024.8,-11.6,0.0,E,0.5,Dongsi,2016-12-16 10:00:00
52.0,81.0,23.0,71.0,1600.0,9.0,3.2,1023.7,-10.8,0.0,E,0.7,Dongsi,2016-12-16 11:00:00
63.0,89.0,21.0,83.0,1800.0,11.0,4.6,1022.3,-10.3,0.0,E,1.1,Dongsi,2016-12-16 12:00:00
87.0,113.0,22.0,106.0,2300.0,9.0,5.6,1020.8,-11.5,0.0,E,1.5,Dongsi,2016-12-16 13:00:00
155.0,207.0,29.0,121.0,2700.0,11.0,7.3,1019.7,-10.5,0.0,S,1.0,Dongsi,2016-12-16 14:00:00
214.0,278.0,28.0,119.0,2600.0,14.0,6.9,1018.9,-8.7,0.0,SE,1.6,Dongsi,2016-12-16 15:00:00
178.0,250.0,25.0,102.0,2400.0,14.0,6.4,1018.3,-8.7,0.0,SSE,1.5,Dongsi,2016-12-16 16:00:00
3.0,18.0,27.0,113.0,2500.0,7.0,4.6,1018.2,-8.9,0.0,S,1.3,Dongsi,2016-12-16 17:00:00
164.0,164.0,25.0,108.0,2300.0,10.0,1.9,1018.3,-8.8,0.0,W,1.2,Dongsi,2016-12-16 18:00:00
268.0,343.0,27.0,118.0,2700.0,3.0,1.2,1018.3,-8.6,0.0,W,0.8,Dongsi,2016-12-16 19:00:00
284.0,363.0,28.0,116.0,3000.0,2.0,-0.2,1018.0,-7.5,0.0,ENE,0.4,Dongsi,2016-12-16 20:00:00
281.0,356.0,30.0,117.0,3200.0,2.0,-0.2,1018.2,-8.6,0.0,SSW,0.2,Dongsi,2016-12-16 21:00:00
285.0,374.0,33.0,127.0,3800.0,2.0,-0.8,1018.0,-7.8,0.0,NE,1.5,Dongsi,2016-12-16 22:00:00
178.0,271.0,35.0,127.0,3700.0,2.0,-2.0,1018.1,-8.1,0.0,NE,1.1,Dongsi,2016-12-16 23:00:00
167.0,234.0,43.0,125.0,3900.0,2.0,-1.9,1018.3,-7.8,0.0,ENE,0.9,Dongsi,2016-12-17 00:00:00
226.0,299.0,69.0,130.0,4700.0,3.0,-2.8,1018.2,-8.3,0.0,ENE,0.6,Dongsi,2016-12-17 01:00:00
260.0,338.0,59.0,121.0,4400.0,2.0,-3.3,1018.5,-8.9,0.0,SSW,0.3,Dongsi,2016-12-17 02:00:00
167.0,226.0,39.0,95.0,1900.0,2.0,-2.8,1018.4,-9.3,0.0,ENE,1.5,Dongsi,2016-12-17 03:00:00
121.0,139.0,33.0,89.0,1800.0,3.0,-3.4,1018.0,-9.0,0.0,NE,1.2,Dongsi,2016-12-17 04:00:00
145.0,174.0,42.0,101.0,2800.0,2.0,-3.5,1017.7,-8.8,0.0,ESE,0.4,Dongsi,2016-12-17 05:00:00
125.0,163.0,46.0,101.0,2700.0,2.0,-3.2,1017.6,-9.3,0.0,ENE,1.0,Dongsi,2016-12-17 06:00:00
107.0,138.0,33.0,95.0,2200.0,2.0,-3.1,1017.9,-9.4,0.0,ENE,0.9,Dongsi,2016-12-17 07:00:00
95.0,123.0,25.0,84.0,1700.0,2.0,-3.4,1018.2,-9.2,0.0,ENE,1.1,Dongsi,2016-12-17 08:00:00
82.0,106.0,25.0,74.0,1700.0,5.0,-1.0,1018.9,-8.9,0.0,ENE,1.3,Dongsi,2016-12-17 09:00:00
94.0,116.0,27.0,75.0,2100.0,7.0,0.6,1019.4,-7.7,0.0,ENE,0.8,Dongsi,2016-12-17 10:00:00
154.0,180.0,41.0,83.0,2600.0,7.0,2.1,1019.2,-7.0,0.0,N,0.9,Dongsi,2016-12-17 11:00:00
205.0,250.0,54.0,102.0,2900.0,12.0,3.8,1018.2,-6.8,0.0,E,1.3,Dongsi,2016-12-17 12:00:00
247.0,299.0,61.0,109.0,3200.0,16.0,5.3,1017.5,-5.7,0.0,ENE,1.0,Dongsi,2016-12-17 13:00:00
279.0,335.0,63.0,112.0,3500.0,17.0,5.5,1017.1,-6.1,0.0,E,1.1,Dongsi,2016-12-17 14:00:00
285.0,347.0,64.0,118.0,3700.0,21.0,6.0,1017.0,-5.4,0.0,ENE,1.7,Dongsi,2016-12-17 15:00:00
325.0,384.0,65.0,133.0,3900.0,13.0,4.2,1017.4,-5.3,0.0,E,0.8,Dongsi,2016-12-17 16:00:00
338.0,407.0,61.0,143.0,4100.0,5.0,2.0,1017.9,-5.4,0.0,ENE,0.9,Dongsi,2016-12-17 17:00:00
357.0,430.0,48.0,131.0,3900.0,2.0,2.5,1018.6,-3.6,0.0,SE,0.5,Dongsi,2016-12-17 18:00:00
370.0,439.0,37.0,125.0,3900.0,2.0,0.2,1019.2,-3.7,0.0,E,0.9,Dongsi,2016-12-17 19:00:00
401.0,470.0,33.0,132.0,4000.0,2.0,-0.9,1019.8,-3.6,0.0,NE,0.0,Dongsi,2016-12-17 20:00:00
390.0,476.0,29.0,128.0,3800.0,2.0,-1.6,1020.0,-3.5,0.0,NE,0.9,Dongsi,2016-12-17 21:00:00
339.0,414.0,28.0,113.0,3100.0,2.0,-2.0,1020.3,-3.6,0.0,E,0.6,Dongsi,2016-12-17 22:00:00
304.0,337.0,26.0,105.0,3000.0,2.0,-2.1,1020.3,-3.5,0.0,NE,0.2,Dongsi,2016-12-17 23:00:00
370.0,419.0,36.0,136.0,4900.0,3.0,-2.3,1020.3,-3.6,0.0,ESE,0.5,Dongsi,2016-12-18 00:00:00
373.0,451.0,53.0,143.0,5200.0,3.0,-2.8,1020.2,-4.2,0.0,NE,0.0,Dongsi,2016-12-18 01:00:00
360.0,425.0,58.0,141.0,4900.0,2.0,-2.7,1020.2,-5.5,0.0,NE,1.4,Dongsi,2016-12-18 02:00:00
327.0,393.0,56.0,131.0,4300.0,2.0,-3.3,1020.4,-6.1,0.0,ESE,0.4,Dongsi,2016-12-18 03:00:00
291.0,352.0,67.0,129.0,4900.0,2.0,-3.5,1020.3,-6.0,0.0,ENE,0.3,Dongsi,2016-12-18 04:00:00
259.0,291.0,49.0,102.0,3900.0,2.0,-3.2,1020.1,-5.5,0.0,NE,0.0,Dongsi,2016-12-18 05:00:00
229.0,250.0,37.0,91.0,3200.0,2.0,-3.8,1020.1,-5.8,0.0,NE,0.2,Dongsi,2016-12-18 06:00:00
204.0,223.0,31.0,83.0,2800.0,2.0,-4.0,1020.4,-6.1,0.0,NE,0.2,Dongsi,2016-12-18 07:00:00
194.0,209.0,26.0,80.0,2700.0,2.0,-3.4,1020.7,-6.0,0.0,ESE,0.6,Dongsi,2016-12-18 08:00:00
185.0,202.0,24.0,75.0,2700.0,3.0,-1.4,1021.1,-5.4,0.0,NE,1.2,Dongsi,2016-12-18 09:00:00
196.0,210.0,29.0,77.0,2700.0,4.0,1.3,1021.3,-4.0,0.0,ENE,0.5,Dongsi,2016-12-18 10:00:00
198.0,211.0,33.0,79.0,2600.0,7.0,3.1,1021.2,-6.9,0.0,NNE,1.6,Dongsi,2016-12-18 11:00:00
200.0,209.0,36.0,76.0,2600.0,12.0,5.1,1020.1,-7.1,0.0,N,1.0,Dongsi,2016-12-18 12:00:00
210.0,218.0,39.0,82.0,2600.0,17.0,6.4,1019.1,-6.6,0.0,S,1.0,Dongsi,2016-12-18 13:00:00
222.0,225.0,37.0,89.0,2700.0,16.0,7.5,1018.1,-6.3,0.0,N,0.5,Dongsi,2016-12-18 14:00:00
209.0,222.0,36.0,99.0,2700.0,15.0,8.1,1018.2,-6.1,0.0,SW,0.1,Dongsi,2016-12-18 15:00:00
213.0,230.0,33.0,109.0,2900.0,9.0,4.7,1018.4,-6.0,0.0,ESE,0.6,Dongsi,2016-12-18 16:00:00
243.0,274.0,30.0,122.0,3200.0,4.0,2.1,1018.8,-7.5,0.0,SW,0.0,Dongsi,2016-12-18 17:00:00
279.0,313.0,31.0,128.0,3300.0,2.0,0.8,1019.3,-6.8,0.0,SW,0.0,Dongsi,2016-12-18 18:00:00
306.0,357.0,29.0,127.0,3600.0,3.0,0.0,1019.9,-5.8,0.0,SE,0.0,Dongsi,2016-12-18 19:00:00
319.0,360.0,28.0,128.0,3800.0,3.0,-0.9,1020.1,-5.0,0.0,ENE,0.0,Dongsi,2016-12-18 20:00:00
316.0,370.0,27.0,129.0,3800.0,3.0,-1.2,1020.4,-4.9,0.0,NNE,1.5,Dongsi,2016-12-18 21:00:00
282.0,318.0,37.0,138.0,4600.0,3.0,-1.7,1020.8,-5.6,0.0,NE,0.6,Dongsi,2016-12-18 22:00:00
264.0,293.0,46.0,131.0,6200.0,3.0,-2.2,1021.1,-5.5,0.0,E,0.3,Dongsi,2016-12-18 23:00:00
287.0,320.0,95.0,143.0,5900.0,4.0,-2.9,1020.8,-5.5,0.0,ENE,1.2,Dongsi,2016-12-19 00:00:00
278.0,320.0,85.0,132.0,5600.0,3.0,-3.4,1020.5,-5.9,0.0,ENE,1.0,Dongsi,2016-12-19 01:00:00
290.0,321.0,70.0,126.0,5600.0,2.0,-3.1,1020.7,-5.7,0.0,SSE,0.3,Dongsi,2016-12-19 02:00:00
326.0,364.0,53.0,127.0,3700.0,2.0,-3.3,1020.7,-5.6,0.0,E,0.3,Dongsi,2016-12-19 03:00:00
329.0,370.0,48.0,130.0,4000.0,4.0,-3.5,1020.3,-5.8,0.0,NE,0.0,Dongsi,2016-12-19 04:00:00
286.0,322.0,37.0,102.0,4200.0,2.0,-3.5,1020.4,-5.8,0.0,WSW,0.0,Dongsi,2016-12-19 05:00:00
207.0,216.0,27.0,85.0,3400.0,2.0,-3.9,1020.4,-6.1,0.0,ESE,0.6,Dongsi,2016-12-19 06:00:00
129.0,129.0,22.0,73.0,2300.0,2.0,-3.8,1020.9,-6.6,0.0,NE,0.0,Dongsi,2016-12-19 07:00:00
107.0,107.0,23.0,72.0,2400.0,2.0,-3.7,1021.2,-6.6,0.0,E,0.3,Dongsi,2016-12-19 08:00:00
131.0,136.0,24.0,92.0,3600.0,3.0,-0.3,1021.7,-5.9,0.0,ENE,1.3,Dongsi,2016-12-19 09:00:00
167.0,184.0,32.0,98.0,4000.0,4.0,1.8,1022.2,-5.4,0.0,N,0.4,Dongsi,2016-12-19 10:00:00
190.0,208.0,42.0,112.0,4100.0,6.0,3.1,1021.7,-6.1,0.0,N,1.7,Dongsi,2016-12-19 11:00:00
181.0,206.0,40.0,107.0,3500.0,9.0,5.1,1020.7,-6.2,0.0,E,1.1,Dongsi,2016-12-19 12:00:00
188.0,194.0,43.0,102.0,3400.0,13.0,8.0,1019.7,-5.8,0.0,SSE,0.5,Dongsi,2016-12-19 13:00:00
213.0,235.0,43.0,128.0,4000.0,11.0,9.3,1019.2,-5.4,0.0,W,0.7,Dongsi,2016-12-19 14:00:00
221.0,257.0,39.0,136.0,3700.0,10.0,9.7,1019.3,-5.1,0.0,SW,1.0,Dongsi,2016-12-19 15:00:00
236.0,267.0,37.0,139.0,3200.0,11.0,5.9,1019.7,-4.9,0.0,ENE,0.3,Dongsi,2016-12-19 16:00:00
228.0,252.0,33.0,138.0,2900.0,9.0,3.1,1020.1,-4.4,0.0,SW,0.0,Dongsi,2016-12-19 17:00:00
234.0,258.0,30.0,134.0,3100.0,5.0,1.4,1020.5,-4.3,0.0,W,1.4,Dongsi,2016-12-19 18:00:00
286.0,306.0,27.0,145.0,3700.0,3.0,0.9,1021.1,-4.2,0.0,W,0.5,Dongsi,2016-12-19 19:00:00
302.0,329.0,26.0,148.0,4100.0,3.0,-0.1,1021.4,-4.2,0.0,SW,0.1,Dongsi,2016-12-19 20:00:00
368.0,389.0,23.0,147.0,4900.0,3.0,-0.5,1021.8,-3.7,0.0,NE,0.8,Dongsi,2016-12-19 21:00:00
457.0,511.0,24.0,146.0,5400.0,3.0,-1.9,1022.6,-4.1,0.0,NE,1.4,Dongsi,2016-12-19 22:00:00
494.0,566.0,23.0,149.0,5900.0,3.0,-2.8,1023.1,-4.5,0.0,ENE,1.3,Dongsi,2016-12-19 23:00:00
443.0,523.0,32.0,156.0,7900.0,4.0,-3.6,1023.7,-4.9,0.0,ENE,1.1,Dongsi,2016-12-20 00:00:00
479.0,564.0,33.0,138.0,9300.0,3.0,-3.6,1024.1,-4.4,0.0,ENE,1.7,Dongsi,2016-12-20 01:00:00
490.0,568.0,27.0,112.0,9300.0,3.0,-3.2,1024.8,-3.9,0.0,ENE,1.6,Dongsi,2016-12-20 02:00:00
475.0,545.0,24.0,99.0,9100.0,3.0,-3.1,1024.8,-3.6,0.0,ENE,1.2,Dongsi,2016-12-20 03:00:00
455.0,494.0,19.0,96.0,8600.0,2.0,-2.9,1024.5,-3.4,0.0,E,1.0,Dongsi,2016-12-20 04:00:00
424.0,462.0,16.0,105.0,8600.0,2.0,-2.6,1024.0,-3.2,0.0,ESE,1.0,Dongsi,2016-12-20 05:00:00
399.0,440.0,15.0,111.0,8400.0,2.0,-2.9,1024.3,-3.4,0.0,ENE,1.3,Dongsi,2016-12-20 06:00:00
363.0,420.0,15.0,112.0,8100.0,2.0,-3.4,1024.2,-3.9,0.0,E,0.9,Dongsi,2016-12-20 07:00:00
325.0,371.0,13.0,99.0,7600.0,2.0,-3.2,1025.0,-3.7,0.0,E,1.0,Dongsi,2016-12-20 08:00:00
331.0,347.0,13.0,107.0,7600.0,2.0,-2.8,1025.9,-3.3,0.0,E,1.4,Dongsi,2016-12-20 09:00:00
328.0,329.0,13.0,122.0,7000.0,3.0,-1.8,1025.9,-2.5,0.0,E,1.0,Dongsi,2016-12-20 10:00:00
291.0,291.0,12.0,120.0,6200.0,4.0,-1.0,1026.2,-1.7,0.0,NE,0.5,Dongsi,2016-12-20 11:00:00
292.0,292.0,13.0,126.0,5600.0,7.0,0.5,1025.2,-1.0,0.0,ESE,1.1,Dongsi,2016-12-20 12:00:00
476.0,507.0,12.0,167.0,7800.0,5.0,1.3,1024.5,-2.1,0.0,E,1.1,Dongsi,2016-12-20 13:00:00
456.0,481.0,12.0,169.0,7900.0,5.0,1.0,1023.9,-2.4,0.0,ESE,1.6,Dongsi,2016-12-20 14:00:00
449.0,489.0,12.0,177.0,7800.0,4.0,1.2,1024.3,-2.4,0.0,ESE,1.2,Dongsi,2016-12-20 15:00:00
437.0,470.0,11.0,178.0,4400.0,9.0,1.0,1024.3,-2.4,0.0,E,1.9,Dongsi,2016-12-20 16:00:00
418.0,469.0,10.0,179.0,8500.0,5.0,0.2,1024.7,-2.7,0.0,E,1.5,Dongsi,2016-12-20 17:00:00
410.0,438.0,8.0,161.0,8800.0,4.0,-0.4,1024.7,-2.6,0.0,E,1.7,Dongsi,2016-12-20 18:00:00
398.0,433.0,8.0,153.0,8800.0,4.0,-0.4,1025.2,-2.5,0.0,ESE,1.2,Dongsi,2016-12-20 19:00:00
393.0,428.0,8.0,142.0,9200.0,3.0,-0.7,1025.4,-2.6,0.0,E,1.2,Dongsi,2016-12-20 20:00:00
381.0,425.0,9.0,139.0,9900.0,3.0,-0.3,1025.7,-2.2,0.0,SSE,1.1,Dongsi,2016-12-20 21:00:00
398.0,434.0,8.0,143.0,1000.0,2.0,0.0,1026.0,-1.9,0.0,S,1.2,Dongsi,2016-12-20 22:00:00
411.0,461.0,7.0,140.0,9800.0,2.0,-0.3,1026.2,-2.0,0.0,ESE,0.9,Dongsi,2016-12-20 23:00:00
421.0,457.0,7.0,140.0,9400.0,2.0,-0.7,1025.8,-2.0,0.0,ESE,1.7,Dongsi,2016-12-21 00:00:00
415.0,448.0,7.0,131.0,8900.0,2.0,-1.0,1025.1,-2.3,0.0,E,1.0,Dongsi,2016-12-21 01:00:00
394.0,445.0,7.0,139.0,8200.0,2.0,-1.0,1024.9,-2.3,0.0,ENE,1.4,Dongsi,2016-12-21 02:00:00
370.0,421.0,7.0,141.0,5800.0,2.0,-1.1,1024.5,-2.2,0.0,NNE,1.2,Dongsi,2016-12-21 03:00:00
369.0,410.0,8.0,136.0,6000.0,3.0,-1.2,1023.7,-2.5,0.0,NE,1.3,Dongsi,2016-12-21 04:00:00
383.0,417.0,9.0,131.0,8400.0,2.0,-1.2,1023.3,-2.6,0.0,ENE,1.7,Dongsi,2016-12-21 05:00:00
384.0,432.0,9.0,128.0,8300.0,2.0,-1.4,1023.2,-3.0,0.0,ENE,1.3,Dongsi,2016-12-21 06:00:00
371.0,405.0,10.0,137.0,7800.0,2.0,-1.1,1023.4,-2.7,0.0,ENE,1.0,Dongsi,2016-12-21 07:00:00
368.0,379.0,11.0,126.0,7700.0,2.0,-1.0,1023.4,-2.9,0.0,SW,0.2,Dongsi,2016-12-21 08:00:00
354.0,373.0,11.0,128.0,7700.0,2.0,-0.7,1023.8,-2.8,0.0,ESE,0.7,Dongsi,2016-12-21 09:00:00
372.0,378.0,11.0,129.0,7600.0,3.0,0.6,1023.6,-2.3,0.0,E,1.1,Dongsi,2016-12-21 10:00:00
372.0,384.0,12.0,145.0,7600.0,5.0,1.6,1023.0,-2.2,0.0,E,1.1,Dongsi,2016-12-21 11:00:00
366.0,366.0,15.0,138.0,6900.0,9.0,2.5,1021.5,-2.2,0.0,E,0.5,Dongsi,2016-12-21 12:00:00
340.0,340.0,19.0,128.0,6100.0,15.0,3.3,1020.3,-2.5,0.0,E,1.4,Dongsi,2016-12-21 13:00:00
390.0,390.0,18.0,161.0,7100.0,10.0,3.9,1019.4,-2.7,0.0,ENE,1.6,Dongsi,2016-12-21 14:00:00
411.0,447.0,15.0,172.0,7200.0,7.0,3.9,1019.5,-2.7,0.0,E,0.5,Dongsi,2016-12-21 15:00:00
415.0,444.0,14.0,177.0,7100.0,4.0,3.8,1019.7,-2.6,0.0,E,0.9,Dongsi,2016-12-21 16:00:00
469.0,549.0,12.0,203.0,8600.0,2.0,2.8,1019.9,-2.3,0.0,ENE,1.0,Dongsi,2016-12-21 17:00:00
488.0,596.0,10.0,208.0,8700.0,2.0,2.9,1020.5,-2.0,0.0,NE,1.2,Dongsi,2016-12-21 18:00:00
483.0,581.0,10.0,204.0,8600.0,2.0,2.5,1020.5,-1.9,0.0,ENE,1.3,Dongsi,2016-12-21 19:00:00
446.0,515.0,13.0,200.0,8200.0,2.0,1.9,1020.4,-2.1,0.0,E,0.8,Dongsi,2016-12-21 20:00:00
440.0,507.0,15.0,192.0,8200.0,2.0,1.0,1020.2,-2.2,0.0,ENE,1.2,Dongsi,2016-12-21 21:00:00
442.0,485.0,18.0,194.0,7800.0,2.0,1.2,1020.1,-1.7,0.0,SW,0.2,Dongsi,2016-12-21 22:00:00
422.0,461.0,20.0,184.0,7700.0,2.0,1.5,1019.7,-1.4,0.0,E,0.8,Dongsi,2016-12-21 23:00:00
445.0,483.0,20.0,187.0,8000.0,2.0,1.0,1019.5,-1.7,0.0,N,0.5,Dongsi,2016-12-22 00:00:00
434.0,482.0,21.0,185.0,8100.0,2.0,0.9,1019.0,-1.7,0.0,E,0.4,Dongsi,2016-12-22 01:00:00
424.0,463.0,22.0,175.0,7900.0,2.0,0.3,1019.1,-1.9,0.0,ESE,0.4,Dongsi,2016-12-22 02:00:00
237.0,255.0,25.0,121.0,4600.0,2.0,3.9,1018.8,-7.0,0.0,WNW,2.2,Dongsi,2016-12-22 03:00:00
37.0,37.0,11.0,34.0,1100.0,31.0,4.5,1018.7,-9.3,0.0,NW,4.6,Dongsi,2016-12-22 04:00:00
12.0,12.0,7.0,15.0,500.0,48.0,4.0,1018.8,-10.1,0.0,NW,5.5,Dongsi,2016-12-22 05:00:00
13.0,13.0,6.0,13.0,400.0,48.0,2.8,1019.2,-11.2,0.0,WNW,5.5,Dongsi,2016-12-22 06:00:00
12.0,12.0,6.0,16.0,400.0,46.0,2.3,1019.8,-11.6,0.0,NW,3.8,Dongsi,2016-12-22 07:00:00
18.0,18.0,5.0,24.0,400.0,38.0,2.0,1020.2,-11.9,0.0,NNW,3.3,Dongsi,2016-12-22 08:00:00
17.0,17.0,6.0,26.0,500.0,36.0,2.3,1020.3,-12.0,0.0,NNW,3.3,Dongsi,2016-12-22 09:00:00
15.0,15.0,5.0,17.0,400.0,46.0,2.8,1020.6,-12.3,0.0,NW,4.3,Dongsi,2016-12-22 10:00:00
14.0,14.0,6.0,13.0,400.0,53.0,3.8,1020.1,-12.2,0.0,NW,4.0,Dongsi,2016-12-22 11:00:00
13.0,13.0,6.0,11.0,400.0,59.0,4.4,1019.1,-12.6,0.0,NW,4.2,Dongsi,2016-12-22 12:00:00
12.0,12.0,5.0,11.0,400.0,61.0,5.1,1018.0,-12.9,0.0,NNW,3.8,Dongsi,2016-12-22 13:00:00
13.0,13.0,4.0,10.0,400.0,63.0,5.1,1017.5,-12.9,0.0,NW,5.6,Dongsi,2016-12-22 14:00:00
3.0,6.0,3.0,9.0,400.0,65.0,5.4,1017.4,-12.6,0.0,NW,4.9,Dongsi,2016-12-22 15:00:00
5.0,6.0,3.0,12.0,400.0,60.0,5.3,1017.8,-12.7,0.0,NNW,3.3,Dongsi,2016-12-22 16:00:00
11.0,29.0,3.0,20.0,400.0,54.0,4.4,1018.4,-12.6,0.0,WNW,3.2,Dongsi,2016-12-22 17:00:00
12.0,39.0,4.0,23.0,500.0,50.0,3.9,1019.3,-12.6,0.0,NW,3.5,Dongsi,2016-12-22 18:00:00
16.0,47.0,6.0,31.0,600.0,41.0,3.0,1020.8,-14.2,0.0,NNW,3.0,Dongsi,2016-12-22 19:00:00
13.0,49.0,3.0,16.0,400.0,59.0,2.1,1021.9,-14.6,0.0,NNE,3.4,Dongsi,2016-12-22 20:00:00
12.0,49.0,2.0,15.0,400.0,60.0,0.7,1022.7,-14.1,0.0,NE,2.4,Dongsi,2016-12-22 21:00:00
12.0,34.0,2.0,17.0,300.0,55.0,0.2,1023.2,-14.2,0.0,NE,2.4,Dongsi,2016-12-22 22:00:00
13.0,32.0,3.0,23.0,400.0,48.0,-1.3,1024.1,-14.5,0.0,ENE,2.7,Dongsi,2016-12-22 23:00:00
17.0,38.0,5.0,34.0,500.0,33.0,-1.8,1024.2,-14.9,0.0,NE,1.7,Dongsi,2016-12-23 00:00:00
20.0,30.0,4.0,37.0,600.0,26.0,-2.8,1024.6,-15.5,0.0,NE,1.5,Dongsi,2016-12-23 01:00:00
13.0,43.0,4.0,27.0,500.0,28.0,-3.6,1024.8,-15.0,0.0,ENE,1.2,Dongsi,2016-12-23 02:00:00
25.0,35.0,4.0,30.0,400.0,22.0,-3.7,1025.2,-15.4,0.0,NNE,1.8,Dongsi,2016-12-23 03:00:00
24.0,26.0,5.0,28.0,300.0,31.0,-4.1,1025.4,-15.4,0.0,NNE,1.4,Dongsi,2016-12-23 04:00:00
24.0,24.0,5.0,30.0,300.0,32.0,-4.0,1025.5,-15.0,0.0,NE,1.4,Dongsi,2016-12-23 05:00:00
24.0,24.0,5.0,30.0,300.0,32.0,-4.4,1026.0,-15.1,0.0,NNE,1.7,Dongsi,2016-12-23 06:00:00
24.0,27.0,6.0,37.0,300.0,25.0,-4.5,1026.5,-14.9,0.0,NE,1.3,Dongsi,2016-12-23 07:00:00
25.0,30.0,7.0,47.0,400.0,19.0,-4.5,1027.6,-14.9,0.0,NNE,1.1,Dongsi,2016-12-23 08:00:00
24.0,35.0,7.0,48.0,400.0,21.0,-2.2,1028.5,-15.0,0.0,NNE,1.3,Dongsi,2016-12-23 09:00:00
17.0,37.0,6.0,42.0,500.0,27.0,-0.8,1028.5,-14.7,0.0,ENE,3.4,Dongsi,2016-12-23 10:00:00
18.0,35.0,5.0,34.0,600.0,35.0,0.5,1028.0,-14.7,0.0,NE,2.5,Dongsi,2016-12-23 11:00:00
32.0,34.0,5.0,27.0,600.0,42.0,1.5,1027.1,-14.6,0.0,NE,2.2,Dongsi,2016-12-23 12:00:00
19.0,32.0,6.0,27.0,600.0,41.0,2.9,1026.0,-13.9,0.0,NE,1.3,Dongsi,2016-12-23 13:00:00
21.0,31.0,6.0,28.0,600.0,41.0,4.1,1025.5,-14.2,0.0,S,0.8,Dongsi,2016-12-23 14:00:00
